Orginal File Name:,DP-JTT-2018_1_3_1657.csv,UserAGENT:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36,IP: ::1,Time:,2018_1_3_1657,Parameter File:,None:FromPsyToolkit,Event Codes:,[('INSTRUCT_ONSET', 1), ('TASK_ONSET', 2), ('TRIAL_ONSET', 3), ('CUE_ONSET', 4), ('IMAGE_ONSET', 5), ('TARGET_ONSET', 6), ('RESPONSE', 7), ('ERROR_DELAY', 8), ('BREAK_ONSET', 9), ('BREAK_END', 10)],Trial Types are coded as follows: 8 bits representing [valence neut/neg/pos] [target_orientation H/V] [target_side left/right] [duration .5/1] [valenced_image left/right] [cue_orientation H/V] [cue_side left/right] 
trial_number,trial_type,event_code,absolute_time,response_time,response,result
69,01001101,3,219.18800000000002,NaN,NA,NA,
69,01001101,4,220.19,NaN,NA,NA,
69,01001101,5,220.39600000000002,NaN,NA,19220.bmp,A252.bmp,
69,01001101,6,221.4,NaN,NA,NA,
69,01001101,7,222.64000000000001,1.239,-1,1,
69,10000111,2,222.657,NaN,NA,NA,
70,10000111,3,222.657,NaN,NA,NA,
70,10000111,4,223.662,NaN,NA,NA,
70,10000111,5,223.864,NaN,NA,25875.bmp,A376.bmp,
70,10000111,6,224.365,NaN,NA,NA,
70,10000111,7,225.223,0.857,-1,1,
70,01011100,2,225.241,NaN,NA,NA,
71,01011100,3,225.241,NaN,NA,NA,
71,01011100,4,226.247,NaN,NA,NA,
71,01011100,5,226.45000000000002,NaN,NA,19905.bmp,A32.bmp,
71,01011100,6,227.451,NaN,NA,NA,
71,01011100,7,228.161,0.709,1,2,
71,01011100,8,228.161,NaN,NA,NA,
71,10111011,2,231.185,NaN,NA,NA,
72,10111011,3,231.185,NaN,NA,NA,
72,10111011,4,232.19,NaN,NA,NA,
72,10111011,5,232.39600000000002,NaN,NA,27230.bmp,A4.bmp,
72,10111011,6,233.397,NaN,NA,NA,
72,10111011,7,233.95600000000002,0.558,1,1,
72,01000110,2,233.975,NaN,NA,NA,
73,01000110,3,233.976,NaN,NA,NA,
73,01000110,4,234.98000000000002,NaN,NA,NA,
73,01000110,5,235.18200000000002,NaN,NA,19901.bmp,A312.bmp,
