Orginal File Name:,DP-JAMESTEST1-2018_1_2_1542.csv,UserAGENT:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36,IP: ::1,Time:,2018_1_2_1542,Parameter File:,None:FromPsyToolkit,Event Codes:,[('INSTRUCT_ONSET', 1), ('TASK_ONSET', 2), ('TRIAL_ONSET', 3), ('CUE_ONSET', 4), ('IMAGE_ONSET', 5), ('TARGET_ONSET', 6), ('RESPONSE', 7), ('ERROR_DELAY', 8), ('BREAK_ONSET', 9), ('BREAK_END', 10)],Trial Types are coded as follows: 8 bits representing [valence neut/neg/pos] [target_orientation H/V] [target_side left/right] [duration .5/1] [valenced_image left/right] [cue_orientation H/V] [cue_side left/right] 
trial_number,trial_type,event_code,absolute_time,response_time,response,result
0,01110110,1,7.232,NaN,NA,NA,
0,01110110,2,7.234,NaN,NA,NA,
1,01110110,3,7.234,NaN,NA,NA,
1,01110110,4,8.235,NaN,NA,NA,
1,01110110,5,8.436,NaN,NA,16242.bmp,A273.bmp,
1,01110110,6,8.937,NaN,NA,NA,
1,01110110,7,9.41,0.47200000000000003,1,1,
1,10101001,2,9.427,NaN,NA,NA,
2,10101001,3,9.427,NaN,NA,NA,
2,10101001,4,10.427,NaN,NA,NA,
2,10101001,5,10.63,NaN,NA,25622.bmp,A67.bmp,
2,10101001,6,11.635,NaN,NA,NA,
2,10101001,7,12.413,0.777,-1,2,
2,10101001,8,12.413,NaN,NA,NA,
2,10110100,2,15.435,NaN,NA,NA,
3,10110100,3,15.435,NaN,NA,NA,
3,10110100,4,16.44,NaN,NA,NA,
3,10110100,5,16.641000000000002,NaN,NA,25220.bmp,A45.bmp,
3,10110100,6,17.143,NaN,NA,NA,
3,10110100,7,18.632,1.488,1,1,
3,01010000,2,18.649,NaN,NA,NA,
4,01010000,3,18.649,NaN,NA,NA,
4,01010000,4,19.652,NaN,NA,NA,
4,01010000,5,19.857,NaN,NA,130051.bmp,A237.bmp,
4,01010000,6,20.361,NaN,NA,NA,
4,01010000,7,21,0.638,1,2,
4,01010000,8,21,NaN,NA,NA,
4,00100101,2,24.022000000000002,NaN,NA,NA,
5,00100101,3,24.022000000000002,NaN,NA,NA,
5,00100101,4,25.024,NaN,NA,NA,
5,00100101,5,25.227,NaN,NA,07004.bmp,A163.bmp,
5,00100101,6,25.732,NaN,NA,NA,
5,00100101,7,26.283,0.549,-1,1,
5,01001110,2,27.837,NaN,NA,NA,
6,01001110,3,27.837,NaN,NA,NA,
6,01001110,4,28.841,NaN,NA,NA,
6,01001110,5,29.042,NaN,NA,12205.bmp,A221.bmp,
6,01001110,6,30.042,NaN,NA,NA,
6,01001110,7,30.562,0.519,-1,1,
6,01111101,2,30.580000000000002,NaN,NA,NA,
7,01111101,3,30.580000000000002,NaN,NA,NA,
7,01111101,4,31.583000000000002,NaN,NA,NA,
7,01111101,5,31.787,NaN,NA,13530.bmp,A267.bmp,
7,01111101,6,32.79,NaN,NA,NA,
7,01111101,7,33.587,0.795,1,2,
7,01111101,8,33.587,NaN,NA,NA,
7,01000101,2,36.612,NaN,NA,NA,
8,01000101,3,36.612,NaN,NA,NA,
8,01000101,4,37.616,NaN,NA,NA,
8,01000101,5,37.818,NaN,NA,12141.bmp,A219.bmp,
8,01000101,6,38.322,NaN,NA,NA,
8,01000101,7,39.143,0.8190000000000001,-1,1,
8,01100010,2,39.160000000000004,NaN,NA,NA,
9,01100010,3,39.160000000000004,NaN,NA,NA,
9,01100010,4,40.164,NaN,NA,NA,
9,01100010,5,40.368,NaN,NA,12799.bmp,A23.bmp,
9,01100010,6,40.87,NaN,NA,NA,
9,01100010,7,41.418,0.547,-1,1,
9,01101111,2,41.435,NaN,NA,NA,
10,01101111,3,41.435,NaN,NA,NA,
10,01101111,4,42.438,NaN,NA,NA,
10,01101111,5,42.639,NaN,NA,165701.bmp,A295.bmp,
10,01101111,6,43.64,NaN,NA,NA,
10,01101111,7,44.226,0.585,-1,1,
10,10100010,2,44.243,NaN,NA,NA,
11,10100010,3,44.243,NaN,NA,NA,
11,10100010,4,45.246,NaN,NA,NA,
11,10100010,5,45.45,NaN,NA,27200.bmp,A73.bmp,
11,10100010,6,45.953,NaN,NA,NA,
11,10100010,7,46.806000000000004,0.851,-1,1,
11,00000110,2,46.822,NaN,NA,NA,
12,00000110,3,46.822,NaN,NA,NA,
12,00000110,4,47.827,NaN,NA,NA,
12,00000110,5,48.028,NaN,NA,07187.bmp,A195.bmp,
12,00000110,6,48.529,NaN,NA,NA,
12,00000110,7,49.024,0.494,-1,1,
12,01011110,2,49.042,NaN,NA,NA,
13,01011110,3,49.042,NaN,NA,NA,
13,01011110,4,50.045,NaN,NA,NA,
13,01011110,5,50.245000000000005,NaN,NA,19183.bmp,A309.bmp,
13,01011110,6,51.246,NaN,NA,NA,
13,01011110,7,51.666000000000004,0.419,1,1,
13,00111100,2,51.684000000000005,NaN,NA,NA,
14,00111100,3,51.684000000000005,NaN,NA,NA,
14,00111100,4,52.684000000000005,NaN,NA,NA,
14,00111100,5,52.885,NaN,NA,05740.bmp,A151.bmp,
14,00111100,6,53.887,NaN,NA,NA,
14,00111100,7,54.717,0.8290000000000001,1,2,
14,00111100,8,54.717,NaN,NA,NA,
14,00110110,2,57.741,NaN,NA,NA,
15,00110110,3,57.741,NaN,NA,NA,
15,00110110,4,58.745000000000005,NaN,NA,NA,
15,00110110,5,58.948,NaN,NA,02690.bmp,A13.bmp,
15,00110110,6,59.45,NaN,NA,NA,
15,00110110,7,59.931000000000004,0.48,1,1,
15,00111110,2,59.948,NaN,NA,NA,
16,00111110,3,59.948,NaN,NA,NA,
16,00111110,4,60.951,NaN,NA,NA,
16,00111110,5,61.152,NaN,NA,02411.bmp,A117.bmp,
16,00111110,6,62.153,NaN,NA,NA,
16,00111110,7,62.625,0.47000000000000003,1,1,
16,10100011,2,62.642,NaN,NA,NA,
17,10100011,3,62.642,NaN,NA,NA,
17,10100011,4,63.647,NaN,NA,NA,
17,10100011,5,63.848,NaN,NA,22442.bmp,A381.bmp,
17,10100011,6,64.351,NaN,NA,NA,
17,10100011,7,64.893,0.54,-1,1,
17,10010000,2,64.911,NaN,NA,NA,
18,10010000,3,64.911,NaN,NA,NA,
18,10010000,4,65.912,NaN,NA,NA,
18,10010000,5,66.116,NaN,NA,21722.bmp,A35.bmp,
18,10010000,6,66.616,NaN,NA,NA,
18,10010000,7,67.944,1.327,1,1,
18,10010101,2,67.961,NaN,NA,NA,
19,10010101,3,67.961,NaN,NA,NA,
19,10010101,4,68.96300000000001,NaN,NA,NA,
19,10010101,5,69.164,NaN,NA,27475.bmp,A87.bmp,
19,10010101,6,69.669,NaN,NA,NA,
19,10010101,7,70.395,0.725,1,1,
19,10101000,2,70.412,NaN,NA,NA,
20,10101000,3,70.412,NaN,NA,NA,
20,10101000,4,71.417,NaN,NA,NA,
20,10101000,5,71.619,NaN,NA,28170.bmp,A93.bmp,
20,10101000,6,72.62,NaN,NA,NA,
20,10101000,7,73.163,0.542,-1,1,
20,10101001,2,73.18,NaN,NA,NA,
21,10101001,3,73.18,NaN,NA,NA,
21,10101001,4,74.18,NaN,NA,NA,
21,10101001,5,74.381,NaN,NA,22040.bmp,A357.bmp,
21,10101001,6,75.383,NaN,NA,NA,
21,10101001,7,91.003,15.619,-1,2,
21,10101001,8,91.003,NaN,NA,NA,
21,10011000,2,94.025,NaN,NA,NA,
22,10011000,3,94.025,NaN,NA,NA,
22,10011000,4,95.027,NaN,NA,NA,
22,10011000,5,95.229,NaN,NA,21710.bmp,A349.bmp,
22,10011000,6,96.23100000000001,NaN,NA,NA,
22,10011000,7,100.467,4.235,1,1,
22,10001100,2,100.48400000000001,NaN,NA,NA,
23,10001100,3,100.48400000000001,NaN,NA,NA,
23,10001100,4,101.48700000000001,NaN,NA,NA,
23,10001100,5,101.691,NaN,NA,25220.bmp,A45.bmp,
23,10001100,6,102.69200000000001,NaN,NA,NA,
23,10001100,7,103.09100000000001,0.397,-1,1,
23,10101011,2,103.108,NaN,NA,NA,
24,10101011,3,103.108,NaN,NA,NA,
24,10101011,4,104.10900000000001,NaN,NA,NA,
24,10101011,5,104.313,NaN,NA,25611.bmp,A63.bmp,
24,10101011,6,105.316,NaN,NA,NA,
24,10101011,7,105.685,0.368,-1,1,
24,10110010,2,105.702,NaN,NA,NA,
25,10110010,3,105.702,NaN,NA,NA,
25,10110010,4,106.702,NaN,NA,NA,
25,10110010,5,106.903,NaN,NA,28250.bmp,A99.bmp,
25,10110010,6,107.404,NaN,NA,NA,
25,10110010,7,107.843,0.438,1,1,
25,01110001,2,107.861,NaN,NA,NA,
26,01110001,3,107.861,NaN,NA,NA,
26,01110001,4,108.864,NaN,NA,NA,
26,01110001,5,109.065,NaN,NA,12703.bmp,A229.bmp,
26,01110001,6,109.566,NaN,NA,NA,
26,01110001,7,110.053,0.486,1,1,
26,00101101,2,110.07000000000001,NaN,NA,NA,
27,00101101,3,110.07000000000001,NaN,NA,NA,
27,00101101,4,111.07300000000001,NaN,NA,NA,
27,00101101,5,111.274,NaN,NA,02411.bmp,A117.bmp,
27,00101101,6,112.277,NaN,NA,NA,
27,00101101,7,112.753,0.47500000000000003,-1,1,
27,00110100,2,112.771,NaN,NA,NA,
28,00110100,3,112.771,NaN,NA,NA,
28,00110100,4,113.774,NaN,NA,NA,
28,00110100,5,113.976,NaN,NA,02493.bmp,A121.bmp,
28,00110100,6,114.477,NaN,NA,NA,
28,00110100,7,115.255,0.777,1,1,
28,00000000,2,115.272,NaN,NA,NA,
29,00000000,3,115.272,NaN,NA,NA,
29,00000000,4,116.276,NaN,NA,NA,
29,00000000,5,116.47800000000001,NaN,NA,07059.bmp,A187.bmp,
29,00000000,6,116.98100000000001,NaN,NA,NA,
29,00000000,7,117.45700000000001,0.47500000000000003,-1,1,
29,10110000,2,117.474,NaN,NA,NA,
30,10110000,3,117.474,NaN,NA,NA,
30,10110000,4,118.474,NaN,NA,NA,
30,10110000,5,118.679,NaN,NA,28178.bmp,A95.bmp,
30,10110000,6,119.18,NaN,NA,NA,
30,10110000,7,119.709,0.528,1,1,
30,01101100,2,119.726,NaN,NA,NA,
31,01101100,3,119.726,NaN,NA,NA,
31,01101100,4,120.729,NaN,NA,NA,
31,01101100,5,120.93,NaN,NA,12095.bmp,A217.bmp,
31,01101100,6,121.932,NaN,NA,NA,
31,01101100,7,122.411,0.47800000000000004,-1,1,
31,01100100,2,122.428,NaN,NA,NA,
32,01100100,3,122.428,NaN,NA,NA,
32,01100100,4,123.43,NaN,NA,NA,
32,01100100,5,123.634,NaN,NA,16838.bmp,A3.bmp,
32,01100100,6,124.135,NaN,NA,NA,
32,01100100,7,124.62700000000001,0.491,-1,1,
32,10011101,2,124.644,NaN,NA,NA,
33,10011101,3,124.644,NaN,NA,NA,
33,10011101,4,125.647,NaN,NA,NA,
33,10011101,5,125.848,NaN,NA,22500.bmp,A383.bmp,
33,10011101,6,126.849,NaN,NA,NA,
33,10011101,7,127.639,0.789,1,1,
33,10011100,2,127.656,NaN,NA,NA,
34,10011100,3,127.656,NaN,NA,NA,
34,10011100,4,128.657,NaN,NA,NA,
34,10011100,5,128.859,NaN,NA,262502.bmp,A71.bmp,
34,10011100,6,129.86,NaN,NA,NA,
34,10011100,7,130.523,0.662,1,1,
34,00000010,2,130.54,NaN,NA,NA,
35,00000010,3,130.54,NaN,NA,NA,
35,00000010,4,131.541,NaN,NA,NA,
35,00000010,5,131.743,NaN,NA,02309.bmp,A111.bmp,
35,00000010,6,132.244,NaN,NA,NA,
35,00000010,7,132.975,0.729,-1,1,
35,10111101,2,132.991,NaN,NA,NA,
36,10111101,3,132.991,NaN,NA,NA,
36,10111101,4,133.994,NaN,NA,NA,
36,10111101,5,134.197,NaN,NA,25260.bmp,A49.bmp,
36,10111101,6,135.2,NaN,NA,NA,
36,10111101,7,136.071,0.87,1,1,
36,00111110,2,136.088,NaN,NA,NA,
37,00111110,3,136.088,NaN,NA,NA,
37,00111110,4,137.093,NaN,NA,NA,
37,00111110,5,137.297,NaN,NA,07009.bmp,A165.bmp,
37,00111110,6,138.3,NaN,NA,NA,
37,00111110,7,146.306,8.005,1,1,
37,10001001,2,146.322,NaN,NA,NA,
38,10001001,3,146.322,NaN,NA,NA,
38,10001001,4,147.324,NaN,NA,NA,
38,10001001,5,147.526,NaN,NA,21660.bmp,A345.bmp,
38,10001001,6,148.53,NaN,NA,NA,
38,10001001,7,149.01,0.47800000000000004,-1,2,
38,10001001,8,149.01,NaN,NA,NA,
38,01110011,2,152.034,NaN,NA,NA,
39,01110011,3,152.034,NaN,NA,NA,
39,01110011,4,153.035,NaN,NA,NA,
39,01110011,5,153.236,NaN,NA,13100.bmp,A243.bmp,
39,01110011,6,153.74,NaN,NA,NA,
39,01110011,7,154.339,0.597,1,1,
39,00000100,2,154.356,NaN,NA,NA,
40,00000100,3,154.356,NaN,NA,NA,
40,00000100,4,155.36,NaN,NA,NA,
40,00000100,5,155.565,NaN,NA,07017.bmp,A17.bmp,
40,00000100,6,156.065,NaN,NA,NA,
40,00000100,7,156.675,0.609,-1,1,
40,01000001,2,156.692,NaN,NA,NA,
41,01000001,3,156.692,NaN,NA,NA,
41,01000001,4,157.696,NaN,NA,NA,
41,01000001,5,157.9,NaN,NA,13015.bmp,A239.bmp,
41,01000001,6,158.401,NaN,NA,NA,
41,01000001,7,159.011,0.609,-1,1,
41,00010000,2,159.028,NaN,NA,NA,
42,00010000,3,159.028,NaN,NA,NA,
42,00010000,4,160.032,NaN,NA,NA,
42,00010000,5,160.232,NaN,NA,07003.bmp,A161.bmp,
42,00010000,6,160.737,NaN,NA,NA,
42,00010000,7,161.142,0.403,1,1,
42,01111100,2,161.159,NaN,NA,NA,
43,01111100,3,161.159,NaN,NA,NA,
43,01111100,4,162.159,NaN,NA,NA,
