Orginal File Name:,DP-JAMESTEST1-2018_1_2_1629.csv,UserAGENT:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36,IP: ::1,Time:,2018_1_2_1629,Parameter File:,None:FromPsyToolkit,Event Codes:,[('INSTRUCT_ONSET', 1), ('TASK_ONSET', 2), ('TRIAL_ONSET', 3), ('CUE_ONSET', 4), ('IMAGE_ONSET', 5), ('TARGET_ONSET', 6), ('RESPONSE', 7), ('ERROR_DELAY', 8), ('BREAK_ONSET', 9), ('BREAK_END', 10)],Trial Types are coded as follows: 8 bits representing [valence neut/neg/pos] [target_orientation H/V] [target_side left/right] [duration .5/1] [valenced_image left/right] [cue_orientation H/V] [cue_side left/right] 
trial_number,trial_type,event_code,absolute_time,response_time,response,result
0,10101101,1,3.621,NaN,NA,NA,
0,10101101,2,3.623,NaN,NA,NA,
1,10101101,3,3.623,NaN,NA,NA,
1,10101101,4,4.623,NaN,NA,NA,
1,10101101,5,4.825,NaN,NA,28191.bmp,A97.bmp,
1,10101101,6,5.8260000000000005,NaN,NA,NA,
1,10101101,7,6.53,0.7020000000000001,-1,1,
1,01101100,2,6.543,NaN,NA,NA,
2,01101100,3,6.543,NaN,NA,NA,
2,01101100,4,7.545,NaN,NA,NA,
2,01101100,5,7.747,NaN,NA,12053.bmp,A215.bmp,
2,01101100,6,8.75,NaN,NA,NA,
2,01101100,7,9.275,0.523,-1,1,
2,01000010,2,9.288,NaN,NA,NA,
3,01000010,3,9.288,NaN,NA,NA,
3,01000010,4,10.288,NaN,NA,NA,
3,01000010,5,10.491,NaN,NA,19400.bmp,A321.bmp,
3,01000010,6,10.996,NaN,NA,NA,
3,01000010,7,11.43,0.432,-1,1,
3,10000101,2,11.442,NaN,NA,NA,
4,10000101,3,11.442,NaN,NA,NA,
4,10000101,4,12.442,NaN,NA,NA,
4,10000101,5,12.647,NaN,NA,22209.bmp,A369.bmp,
4,10000101,6,13.148,NaN,NA,NA,
4,10000101,7,13.763,0.613,-1,1,
4,00100000,2,13.775,NaN,NA,NA,
5,00100000,3,13.775,NaN,NA,NA,
5,00100000,4,14.777000000000001,NaN,NA,NA,
5,00100000,5,14.982000000000001,NaN,NA,02840.bmp,A137.bmp,
5,00100000,6,15.484,NaN,NA,NA,
5,00100000,7,15.982000000000001,0.497,-1,1,
5,10101111,2,16.771,NaN,NA,NA,
6,10101111,3,16.771,NaN,NA,NA,
6,10101111,4,17.771,NaN,NA,NA,
6,10101111,5,17.975,NaN,NA,22209.bmp,A369.bmp,
6,10101111,6,18.976,NaN,NA,NA,
6,10101111,7,19.424,0.447,-1,1,
6,00000101,2,19.436,NaN,NA,NA,
7,00000101,3,19.436,NaN,NA,NA,
7,00000101,4,20.441,NaN,NA,NA,
7,00000101,5,20.644000000000002,NaN,NA,07019.bmp,A173.bmp,
7,00000101,6,21.146,NaN,NA,NA,
7,00000101,7,21.885,0.737,-1,1,
7,10011010,2,21.898,NaN,NA,NA,
8,10011010,3,21.898,NaN,NA,NA,
8,10011010,4,22.903000000000002,NaN,NA,NA,
8,10011010,5,23.108,NaN,NA,27220.bmp,A75.bmp,
8,10011010,6,24.11,NaN,NA,NA,
8,10011010,7,24.641000000000002,0.529,1,1,
8,01100100,2,24.652,NaN,NA,NA,
9,01100100,3,24.652,NaN,NA,NA,
9,01100100,4,25.653000000000002,NaN,NA,NA,
9,01100100,5,25.857,NaN,NA,19140.bmp,A307.bmp,
9,01100100,6,26.361,NaN,NA,NA,
9,01100100,7,26.952,0.59,-1,1,
9,00011110,2,26.966,NaN,NA,NA,
10,00011110,3,26.966,NaN,NA,NA,
10,00011110,4,27.968,NaN,NA,NA,
10,00011110,5,28.17,NaN,NA,02749.bmp,A133.bmp,
10,00011110,6,29.175,NaN,NA,NA,
10,00011110,7,29.695,0.519,1,1,
