Orginal File Name:,DP-JT1-2018_2_4_1539.csv,UserAGENT:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.167 Safari/537.36,IP: undefined,Time:,2018_2_4_1539,Parameter File:,None:FromPsyToolkit,Event Codes:,[('INSTRUCT_ONSET', 1), ('TASK_ONSET', 2), ('TRIAL_ONSET', 3), ('CUE_ONSET', 4), ('IMAGE_ONSET', 5), ('TARGET_ONSET', 6), ('RESPONSE', 7), ('ERROR_DELAY', 8), ('BREAK_ONSET', 9), ('BREAK_END', 10)],Trial Types are coded as follows: 8 bits representing [valence neut/neg/pos] [target_orientation H/V] [target_side left/right] [duration .5/1] [valenced_image left/right] [cue_orientation H/V] [cue_side left/right] 
trial_number,trial_type,event_code,absolute_time,response_time,response,result
0,01111111,1,13.952,NaN,NA,NA,
0,01111111,2,13.953,NaN,NA,NA,
1,01111111,3,13.953,NaN,NA,NA,
1,01111111,4,14.955,NaN,NA,NA,
1,01111111,5,15.157,NaN,NA,16350.bmp,A285.bmp,
1,01111111,6,16.162,NaN,NA,NA,
1,01111111,7,16.609,0.445,1,1,
1,10101101,2,16.623,NaN,NA,NA,
2,10101101,3,16.623,NaN,NA,NA,
2,10101101,4,17.629,NaN,NA,NA,
2,10101101,5,17.832,NaN,NA,21440.bmp,A333.bmp,
2,10101101,6,18.834,NaN,NA,NA,
2,10101101,7,19.425,0.589,-1,1,
2,01111010,2,19.438,NaN,NA,NA,
3,01111010,3,19.438,NaN,NA,NA,
3,01111010,4,20.439,NaN,NA,NA,
3,01111010,5,20.646,NaN,NA,13195.bmp,A251.bmp,
3,01111010,6,21.648,NaN,NA,NA,
3,01111010,7,22.053,0.404,1,1,
3,01100000,2,22.067,NaN,NA,NA,
4,01100000,3,22.068,NaN,NA,NA,
4,01100000,4,23.073,NaN,NA,NA,
4,01100000,5,23.278000000000002,NaN,NA,16563.bmp,A293.bmp,
4,01100000,6,23.78,NaN,NA,NA,
4,01100000,7,24.254,0.47400000000000003,-1,1,
4,01100011,2,24.268,NaN,NA,NA,
5,01100011,3,24.268,NaN,NA,NA,
5,01100011,4,25.271,NaN,NA,NA,
5,01100011,5,25.475,NaN,NA,19295.bmp,A311.bmp,
5,01100011,6,25.978,NaN,NA,NA,
5,01100011,7,26.385,0.406,-1,1,
5,01100101,2,27.186,NaN,NA,NA,
6,01100101,3,27.186,NaN,NA,NA,
6,01100101,4,28.192,NaN,NA,NA,
6,01100101,5,28.392,NaN,NA,16212.bmp,A271.bmp,
6,01100101,6,28.897000000000002,NaN,NA,NA,
6,01100101,7,29.442,0.543,-1,1,
6,00001000,2,29.456,NaN,NA,NA,
7,00001000,3,29.456,NaN,NA,NA,
7,00001000,4,30.459,NaN,NA,NA,
7,00001000,5,30.664,NaN,NA,09700.bmp,A213.bmp,
7,00001000,6,31.669,NaN,NA,NA,
7,00001000,7,32.24,0.5690000000000001,-1,2,
7,00001000,8,32.24,NaN,NA,NA,
7,01001111,2,35.262,NaN,NA,NA,
8,01001111,3,35.262,NaN,NA,NA,
8,01001111,4,36.263,NaN,NA,NA,
8,01001111,5,36.466,NaN,NA,16350.bmp,A285.bmp,
8,01001111,6,37.472,NaN,NA,NA,
8,01001111,7,38.055,0.581,-1,1,
8,00110011,2,38.069,NaN,NA,NA,
9,00110011,3,38.069,NaN,NA,NA,
9,00110011,4,39.069,NaN,NA,NA,
9,00110011,5,39.271,NaN,NA,07211.bmp,A199.bmp,
9,00110011,6,39.772,NaN,NA,NA,
9,00110011,7,40.207,0.434,1,1,
9,10110111,2,40.22,NaN,NA,NA,
10,10110111,3,40.22,NaN,NA,NA,
10,10110111,4,41.225,NaN,NA,NA,
10,10110111,5,41.428000000000004,NaN,NA,22050.bmp,A359.bmp,
10,10110111,6,41.93,NaN,NA,NA,
10,10110111,7,42.397,0.466,1,1,
