Orginal File Name:,DP-JT3-2018_5_3_1726.csv,UserAGENT:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36,IP: ::ffff:127.0.0.1,Time:,2018_5_3_1726,Parameter File:,None:FromPsyToolkit,Event Codes:,[('INSTRUCT_ONSET', 1), ('TASK_ONSET', 2), ('TRIAL_ONSET', 3), ('CUE_ONSET', 4), ('IMAGE_ONSET', 5), ('TARGET_ONSET', 6), ('RESPONSE', 7), ('ERROR_DELAY', 8), ('BREAK_ONSET', 9), ('BREAK_END', 10)],Trial Types are coded as follows: 8 bits representing [valence neut/neg/pos] [target_orientation H/V] [target_side left/right] [duration .5/1] [valenced_image left/right] [cue_orientation H/V] [cue_side left/right] 
trial_number,trial_type,event_code,absolute_time,response_time,response,result
41,00101111,7,208.851,0.07,-1,1,
41,01110110,2,208.865,NaN,NA,NA,
42,01110110,3,208.865,NaN,NA,NA,
42,01110110,4,209.866,NaN,NA,NA,
42,01110110,5,210.067,NaN,NA,16540.bmp,A291.bmp,
42,01110110,6,210.568,NaN,NA,NA,
42,01110110,7,210.586,0.016,1,1,
42,00110000,2,210.6,NaN,NA,NA,
43,00110000,3,210.6,NaN,NA,NA,
43,00110000,4,211.601,NaN,NA,NA,
43,00110000,5,211.803,NaN,NA,02038.bmp,A105.bmp,
43,00110000,6,212.305,NaN,NA,NA,
43,00110000,7,212.33100000000002,0.024,1,2,
43,00110000,8,212.33100000000002,NaN,NA,NA,
43,10000101,2,215.35,NaN,NA,NA,
44,10000101,3,215.35,NaN,NA,NA,
44,10000101,4,216.35500000000002,NaN,NA,NA,
44,10000101,5,216.56,NaN,NA,27220.bmp,A75.bmp,
44,10000101,6,217.06,NaN,NA,NA,
44,10000101,7,217.137,0.076,-1,1,
44,01110101,2,217.151,NaN,NA,NA,
45,01110101,3,217.151,NaN,NA,NA,
45,01110101,4,218.155,NaN,NA,NA,
45,01110101,5,218.35500000000002,NaN,NA,12811.bmp,A231.bmp,
45,01110101,6,218.857,NaN,NA,NA,
45,01110101,7,218.886,0.028,1,2,
45,01110101,8,218.886,NaN,NA,NA,
45,00001110,2,221.904,NaN,NA,NA,
46,00001110,3,221.904,NaN,NA,NA,
46,00001110,4,222.907,NaN,NA,NA,
46,00001110,5,223.11100000000002,NaN,NA,02840.bmp,A137.bmp,
46,00001110,6,224.113,NaN,NA,NA,
46,00001110,7,224.21,0.096,-1,2,
46,00001110,8,224.21,NaN,NA,NA,
46,00110010,2,227.229,NaN,NA,NA,
47,00110010,3,227.229,NaN,NA,NA,
47,00110010,4,228.23000000000002,NaN,NA,NA,
47,00110010,5,228.434,NaN,NA,07187.bmp,A195.bmp,
47,00110010,6,228.93800000000002,NaN,NA,NA,
47,00110010,7,229.01,0.07,1,1,
47,01111100,2,229.023,NaN,NA,NA,
48,01111100,3,229.023,NaN,NA,NA,
48,01111100,4,230.023,NaN,NA,NA,
48,01111100,5,230.22400000000002,NaN,NA,123751.bmp,A225.bmp,
48,01111100,6,231.225,NaN,NA,NA,
48,01111100,7,231.304,0.077,1,2,
48,01111100,8,231.304,NaN,NA,NA,
48,00000000,2,234.321,NaN,NA,NA,
49,00000000,3,234.321,NaN,NA,NA,
49,00000000,4,235.326,NaN,NA,NA,
49,00000000,5,235.529,NaN,NA,01935.bmp,A103.bmp,
49,00000000,6,236.034,NaN,NA,NA,
49,00000000,7,236.086,0.051000000000000004,-1,1,
49,10010111,2,236.1,NaN,NA,NA,
50,10010111,3,236.1,NaN,NA,NA,
50,10010111,4,237.104,NaN,NA,NA,
50,10010111,5,237.30700000000002,NaN,NA,22057.bmp,A363.bmp,
50,10010111,6,237.81300000000002,NaN,NA,NA,
50,10010111,7,237.839,0.025,1,2,
50,10010111,8,237.839,NaN,NA,NA,
50,10101010,2,240.864,NaN,NA,NA,
51,10101010,3,240.864,NaN,NA,NA,
51,10101010,4,241.866,NaN,NA,NA,
51,10101010,5,242.072,NaN,NA,21661.bmp,A347.bmp,
51,10101010,6,243.073,NaN,NA,NA,
51,10101010,7,243.177,0.10200000000000001,-1,1,
51,00000100,2,243.191,NaN,NA,NA,
52,00000100,3,243.191,NaN,NA,NA,
52,00000100,4,244.193,NaN,NA,NA,
52,00000100,5,244.397,NaN,NA,07830.bmp,A209.bmp,
52,00000100,6,244.899,NaN,NA,NA,
52,00000100,7,244.918,0.016,-1,1,
52,10001111,2,244.931,NaN,NA,NA,
53,10001111,3,244.931,NaN,NA,NA,
