Orginal File Name:,CT-JTESTPANAS-2018_5_4_1054.csv,UserAGENT:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36,IP: undefined,Time:,2018_5_4_1054,Parameter File:,None:FromPsyToolkit,Event Codes:,[('INSTRUCT_ONSET', 1), ('TASK_ONSET', 2), ('TRIAL_ONSET', 3), ('CUE_ONSET', 4), ('IMAGE_ONSET', 5), ('TARGET_ONSET', 6), ('RESPONSE', 7), ('ERROR_DELAY', 8), ('BREAK_ONSET', 9), ('BREAK_END', 10)],Trial Types are coded as follows: 8 bits representing [valence neut/neg/pos] [target_orientation H/V] [target_side left/right] [duration .5/1] [valenced_image left/right] [cue_orientation H/V] [cue_side left/right] 
trial_type,trial_number,block_num,egg_x_position,egg_y_position,absolute_time_ms,response_time,response,result
main,102,1,407,330,241.08,0.028,1,2,
main,103,1,273,-1,241.50300000000001,0.013000000000000001,1,2,
main,104,1,167,-13,241.937,0.029,1,2,
main,105,1,346,-14,242.353,0.002,1,2,
main,106,1,391,87,242.773,0.011,1,2,
main,107,1,92,-41,243.201,0.015,1,2,
main,108,1,546,-100,243.633,0.022,1,2,
main,109,1,359,134,244.056,0.016,1,2,
main,110,1,305,-114,244.491,0.024,1,2,
main,111,1,221,-188,244.918,0.018000000000000002,1,2,
main,112,1,250,-37,245.34900000000002,0.019,1,1,
main,113,1,-517,143,245.692,0.06,1,1,
main,114,1,-510,-130,246.026,0.054,1,2,
main,115,1,323,-186,246.45000000000002,0.015,1,2,
main,116,1,417,-240,246.876,0.011,1,2,
main,117,1,314,-37,247.29500000000002,0.012,1,2,
main,118,1,239,48,247.727,0.018000000000000002,1,2,
main,119,1,275,155,248.166,0.031,1,2,
main,120,1,274,89,248.59300000000002,0.018000000000000002,1,2,
main,121,1,346,44,249.00900000000001,0.013000000000000001,1,2,
main,122,1,158,37,249.431,0.006,1,2,
main,123,1,256,65,249.86100000000002,0.018000000000000002,1,2,
main,124,1,-19,95,250.27700000000002,0.024,1,2,
main,125,1,359,-220,250.701,0.016,1,2,
main,126,1,429,279,251.12900000000002,0.029,1,2,
main,127,1,50,-102,251.555,0.014,1,2,
main,128,1,292,111,251.98000000000002,0.007,1,1,
main,129,1,-287,89,252.322,0.059000000000000004,1,1,
main,130,1,140,4,252.663,0.057,1,1,
main,131,1,-328,-1,253.00400000000002,0.058,1,1,
main,132,1,-392,-18,253.344,0.065,1,1,
main,133,1,-357,149,253.679,0.056,1,1,
main,134,1,-261,95,254.02100000000002,0.067,1,1,
main,135,1,-241,183,254.366,0.063,1,1,
main,136,1,-503,-182,254.697,0.051000000000000004,1,1,
main,137,1,-395,211,255.038,0.074,1,1,
main,138,1,-404,-198,255.381,0.069,1,2,
main,139,1,91,190,255.811,0.022,1,2,
main,140,1,204,-130,256.233,0.015,1,2,
main,141,1,126,-188,256.658,0.013000000000000001,1,2,
main,142,1,235,-228,257.089,0.012,1,2,
main,143,1,202,-53,257.51800000000003,0.017,1,2,
main,144,1,492,-248,257.935,0.001,1,2,
main,145,1,346,-199,258.36400000000003,0.017,1,2,
main,146,1,404,-161,258.791,0.015,1,2,
main,147,1,172,143,259.218,0.016,1,2,
main,148,1,408,-289,259.647,0.017,1,2,
main,149,1,366,281,260.069,0.012,1,2,
main,150,1,427,24,260.498,0.021,1,2,
main,151,1,180,115,260.92900000000003,0.017,1,2,
main,152,1,396,-99,261.363,0.023,1,2,
main,153,1,501,-22,261.787,0.014,1,2,
main,154,1,417,-106,262.216,0.019,1,1,
main,155,1,-323,51,262.55400000000003,0.063,1,1,
main,156,1,-202,176,262.901,0.07100000000000001,1,1,
main,157,1,-208,-151,263.23900000000003,0.063,1,1,
main,158,1,-324,206,263.574,0.058,1,1,
main,159,1,-404,-37,263.915,0.056,1,1,
main,160,1,-201,-2,264.25600000000003,0.057,1,1,
main,161,1,-506,-123,264.604,0.062,1,2,
main,162,1,97,-56,265.023,0.003,1,2,
main,163,1,240,78,265.452,0.013000000000000001,1,2,
main,164,1,252,-263,265.875,0.012,1,2,
main,165,1,371,-29,266.3,0.01,1,2,
main,166,1,584,-22,266.726,0.018000000000000002,1,2,
main,167,1,295,-78,267.15500000000003,0.015,1,2,
main,168,1,262,-15,267.583,0.02,1,2,
main,169,1,385,21,268.009,0.01,1,2,
main,170,1,69,201,268.439,0.026000000000000002,1,2,
main,171,1,237,-77,268.866,0.02,1,2,
main,172,1,251,141,269.294,0.013000000000000001,1,2,
main,173,1,317,-284,269.722,0.027,1,2,
main,174,1,331,-5,270.159,0.028,1,2,
main,175,1,562,-156,270.577,0.005,1,2,
main,176,1,276,-49,270.996,0.007,1,2,
main,177,1,164,-135,271.423,0.014,1,2,
main,178,1,245,-183,271.846,0.011,1,2,
main,179,1,612,-144,272.265,0.005,1,2,
main,180,1,135,-283,272.692,0.016,1,2,
main,181,1,405,-60,273.122,0.024,1,2,
main,182,1,405,-62,273.549,0.013000000000000001,1,2,
main,183,1,313,-148,273.975,0.01,1,2,
main,184,1,159,262,274.404,0.016,1,2,
main,185,1,335,63,274.832,0.015,1,2,
main,186,1,216,-338,275.248,0.011,1,2,
main,187,1,324,170,275.682,0.021,1,1,
main,188,1,-200,-182,276.019,0.055,1,1,
main,189,1,-250,-72,276.359,0.061,1,1,
main,190,1,-472,57,276.706,0.061,1,1,
main,191,1,-455,118,277.045,0.053,1,1,
main,192,1,-436,-196,277.385,0.052000000000000005,1,1,
main,193,1,-288,-52,277.724,0.058,1,1,
main,194,1,-192,-116,278.062,0.049,1,1,
main,195,1,-408,38,278.402,0.056,1,1,
main,196,1,-130,133,278.743,0.066,1,1,
main,197,1,-336,-15,279.085,0.057,1,1,
main,198,1,-365,-266,279.436,0.07200000000000001,1,1,
main,199,1,-267,-44,279.778,0.06,1,2,
main,200,1,341,-25,280.199,0.015,1,2,
main,1,1,-154,-163,280.622,0.027,1,2,
main,2,1,78,42,281.05,0.033,1,1,
main,3,1,-56,-87,281.391,0.07200000000000001,1,1,
main,4,1,-368,-364,281.729,0.057,1,1,
main,5,1,-434,190,282.071,0.06,1,1,
main,6,1,-318,-102,282.406,0.053,1,2,
main,7,1,208,224,282.838,0.019,1,2,
main,8,1,239,-67,283.26,0.012,1,2,
main,9,1,632,331,283.682,0.013000000000000001,1,2,
main,10,1,362,151,284.116,0.028,1,2,
main,11,1,528,111,284.545,0.024,1,2,
main,12,1,480,-140,284.974,0.014,1,2,
main,13,1,208,-188,285.391,0.002,1,2,
main,14,1,90,136,285.819,0.015,1,1,
main,15,1,-433,-21,286.159,0.057,1,1,
main,16,1,-680,-38,286.497,0.058,1,2,
main,17,1,199,-266,286.928,0.018000000000000002,1,2,
main,18,1,278,139,287.354,0.022,1,1,
main,19,1,-201,1,287.693,0.056,1,1,
main,20,1,-261,-132,288.031,0.057,1,1,
main,21,1,-563,-121,288.382,0.07100000000000001,1,1,
main,22,1,-218,-59,288.725,0.057,1,2,
main,23,1,302,51,289.15000000000003,0.012,1,2,
main,24,1,366,359,289.577,0.013000000000000001,1,2,
main,25,1,640,147,290.011,0.019,1,1,
main,26,1,-460,-194,290.349,0.058,1,1,
main,27,1,-424,262,290.694,0.059000000000000004,1,1,
main,28,1,-144,4,291.033,0.057,1,1,
main,29,1,-41,134,291.379,0.055,1,1,
main,30,1,-144,224,291.716,0.057,1,1,
main,31,1,-185,-116,292.056,0.059000000000000004,1,1,
main,32,1,-503,47,292.399,0.058,1,1,
main,33,1,-183,213,292.742,0.061,1,1,
main,34,1,-339,7,293.083,0.055,1,1,
main,35,1,-274,-180,293.427,0.063,1,1,
main,36,1,-429,70,293.765,0.051000000000000004,1,1,
main,37,1,-469,174,294.109,0.064,1,1,
main,38,1,-148,-318,294.451,0.058,1,1,
main,39,1,-323,-61,294.799,0.063,1,1,
main,40,1,-545,-126,295.137,0.053,1,1,
main,41,1,-407,188,295.481,0.06,1,1,
main,42,1,-183,249,295.817,0.051000000000000004,1,1,
main,43,1,-467,-47,296.15000000000003,0.05,1,1,
main,44,1,-486,-110,296.487,0.055,1,1,
main,45,1,-279,313,296.826,0.055,1,1,
main,46,1,-494,173,297.168,0.053,1,1,
main,47,1,-127,27,297.52,0.07,1,1,
main,48,1,-149,-50,297.861,0.056,1,2,
main,49,1,99,-163,298.284,0.011,1,2,
main,50,1,247,57,298.716,0.032,1,2,
main,51,1,7,96,299.14,0.015,1,2,
main,52,1,680,107,299.568,0.011,1,2,
main,53,1,309,-4,300,0.015,1,2,
main,54,1,25,27,300.419,0.001,1,2,
main,55,1,63,64,300.849,0.023,1,2,
main,56,1,490,-64,301.282,0.017,1,2,
main,57,1,379,-110,301.718,0.034,1,1,
main,58,1,-262,152,302.059,0.062,1,1,
main,59,1,-354,-206,302.406,0.07,1,1,
main,60,1,-608,294,302.749,0.062,1,1,
main,61,1,-387,-41,303.089,0.064,1,1,
main,62,1,-192,18,303.422,0.052000000000000005,1,2,
main,63,1,263,241,303.85,0.012,1,2,
main,64,1,379,122,304.274,0.008,1,1,
main,65,1,-389,71,304.611,0.059000000000000004,1,1,
main,66,1,-469,-150,304.954,0.067,1,1,
main,67,1,-256,-113,305.291,0.066,1,1,
main,68,1,-255,114,305.63100000000003,0.067,1,1,
main,69,1,-33,-82,305.973,0.066,1,1,
main,70,1,-357,228,306.31,0.055,1,1,
main,71,1,-284,-124,306.65500000000003,0.069,1,1,
main,72,1,-254,190,306.995,0.058,1,1,
main,73,1,-336,83,307.337,0.062,1,1,
main,74,1,-72,68,307.677,0.057,1,1,
main,75,1,-283,-36,308.01,0.051000000000000004,1,1,
main,76,1,-261,38,308.349,0.059000000000000004,1,1,
main,77,1,-586,-212,308.693,0.073,1,1,
main,78,1,-279,-153,309.026,0.059000000000000004,1,1,
main,79,1,-384,83,309.374,0.073,1,1,
main,80,1,-325,207,309.713,0.06,1,2,
main,81,1,275,3,310.132,0.007,1,2,
main,82,1,410,20,310.561,0.032,1,2,
main,83,1,169,100,310.985,0.026000000000000002,1,2,
main,84,1,140,229,311.411,0.022,1,2,
main,85,1,263,12,311.834,0.02,1,2,
main,86,1,293,-157,312.258,0.008,1,2,
main,87,1,315,-111,312.681,0.016,1,2,
main,88,1,525,60,313.108,0.02,1,2,
main,89,1,212,46,313.536,0.021,1,1,
main,90,1,-283,-59,313.885,0.07200000000000001,1,1,
main,91,1,-85,14,314.223,0.057,1,2,
main,92,1,250,209,314.654,0.018000000000000002,1,2,
main,93,1,-80,-82,315.082,0.023,1,1,
main,94,1,-451,-82,315.422,0.053,1,1,
main,95,1,-245,-53,315.766,0.063,1,2,
main,96,1,300,27,316.19100000000003,0.015,1,2,
main,97,1,285,30,316.618,0.019,1,2,
main,98,1,-181,30,317.052,0.011,1,2,
main,99,1,287,-40,317.479,0.021,1,2,
main,100,1,271,-51,317.913,0.016,1,2,
main,101,1,214,105,318.342,0.015,1,2,
main,102,1,407,330,318.769,0.015,1,2,
main,103,1,273,-1,319.198,0.015,1,2,
main,104,1,167,-13,319.628,0.017,1,2,
main,105,1,346,-14,320.061,0.022,1,2,
main,106,1,391,87,320.487,0.009000000000000001,1,2,
main,107,1,92,-41,320.916,0.015,1,2,
main,108,1,546,-100,321.349,0.013000000000000001,1,2,
main,109,1,359,134,321.773,0.023,1,2,
main,110,1,305,-114,322.197,0.005,1,2,
main,111,1,221,-188,322.627,0.023,1,2,
main,112,1,250,-37,323.055,0.018000000000000002,1,1,
main,113,1,-517,143,323.39,0.058,1,1,
main,114,1,-510,-130,323.736,0.066,1,2,
main,115,1,323,-186,324.165,0.022,1,2,
main,116,1,417,-240,324.591,0.011,1,2,
main,117,1,314,-37,325.023,0.025,1,2,
main,118,1,239,48,325.447,0.016,1,2,
main,119,1,275,155,325.874,0.012,1,2,
main,120,1,274,89,326.294,0.009000000000000001,1,2,
main,121,1,346,44,326.724,0.017,1,2,
main,122,1,158,37,327.159,0.027,1,2,
main,123,1,256,65,327.582,0.017,1,2,
main,124,1,-19,95,328.009,0.01,1,2,
main,125,1,359,-220,328.443,0.028,1,2,
main,126,1,429,279,328.87600000000003,0.031,1,2,
main,127,1,50,-102,329.298,0.021,1,2,
main,128,1,292,111,329.72700000000003,0.035,1,1,
main,129,1,-287,89,330.065,0.062,1,1,
main,130,1,140,4,330.403,0.058,1,1,
main,131,1,-328,-1,330.745,0.06,1,1,
main,132,1,-392,-18,331.091,0.065,1,1,
main,133,1,-357,149,331.433,0.056,1,1,
main,134,1,-261,95,331.781,0.065,1,1,
main,135,1,-241,183,332.123,0.06,1,1,
main,136,1,-503,-182,332.46500000000003,0.055,1,1,
main,137,1,-395,211,332.807,0.058,1,1,
main,138,1,-404,-198,333.148,0.056,1,2,
main,139,1,91,190,333.571,0.005,1,2,
main,140,1,204,-130,333.998,0.011,1,2,
main,141,1,126,-188,334.431,0.029,1,2,
main,142,1,235,-228,334.848,0.008,1,2,
main,143,1,202,-53,335.271,0.011,1,2,
main,144,1,492,-248,335.699,0.015,1,2,
main,145,1,346,-199,336.117,0.002,1,2,
main,146,1,404,-161,336.541,0.015,1,2,
main,147,1,172,143,336.966,0.01,1,2,
main,148,1,408,-289,337.399,0.016,1,2,
main,149,1,366,281,337.817,0.001,1,2,
main,150,1,427,24,338.237,0.009000000000000001,1,2,
main,151,1,180,115,338.658,0.025,1,2,
main,152,1,396,-99,339.086,0.024,1,2,
main,153,1,501,-22,339.51800000000003,0.025,1,2,
main,154,1,417,-106,339.937,0.012,1,1,
main,155,1,-323,51,340.281,0.07,1,1,
main,156,1,-202,176,340.628,0.07200000000000001,1,1,
main,157,1,-208,-151,340.97,0.062,1,1,
main,158,1,-324,206,341.309,0.062,1,1,
main,159,1,-404,-37,341.654,0.069,1,1,
main,160,1,-201,-2,341.991,0.067,1,1,
main,161,1,-506,-123,342.332,0.058,1,2,
main,162,1,97,-56,342.75600000000003,0.02,1,2,
main,163,1,240,78,343.189,0.028,1,2,
main,164,1,252,-263,343.609,0.018000000000000002,1,2,
main,165,1,371,-29,344.038,0.03,1,2,
main,166,1,584,-22,344.46500000000003,0.013000000000000001,1,2,
main,167,1,295,-78,344.902,0.031,1,2,
main,168,1,262,-15,345.333,0.014,1,2,
main,169,1,385,21,345.76300000000003,0.027,1,2,
main,170,1,69,201,346.19,0.016,1,2,
main,171,1,237,-77,346.616,0.012,1,2,
main,172,1,251,141,347.043,0.016,1,2,
main,173,1,317,-284,347.475,0.016,1,2,
main,174,1,331,-5,347.89300000000003,0.009000000000000001,1,2,
main,175,1,562,-156,348.327,0.023,1,2,
main,176,1,276,-49,348.75,0.012,1,2,
main,177,1,164,-135,349.182,0.033,1,2,
main,178,1,245,-183,349.611,0.02,1,2,
main,179,1,612,-144,350.044,0.024,1,2,
main,180,1,135,-283,350.478,0.025,1,2,
main,181,1,405,-60,350.896,0.003,1,2,
main,182,1,405,-62,351.326,0.019,1,2,
main,183,1,313,-148,351.761,0.022,1,2,
main,184,1,159,262,352.184,0.01,1,2,
main,185,1,335,63,352.613,0.014,1,2,
main,186,1,216,-338,353.03000000000003,0.013000000000000001,1,2,
main,187,1,324,170,353.461,0.023,1,1,
main,188,1,-200,-182,353.805,0.08,1,1,
main,189,1,-250,-72,354.148,0.076,1,1,
main,190,1,-472,57,354.486,0.07,1,1,
main,191,1,-455,118,354.83,0.066,1,1,
main,192,1,-436,-196,355.17,0.059000000000000004,1,1,
main,193,1,-288,-52,355.51300000000003,0.065,1,1,
main,194,1,-192,-116,355.854,0.059000000000000004,1,1,
main,195,1,-408,38,356.199,0.062,1,1,
main,196,1,-130,133,356.536,0.054,1,1,
main,197,1,-336,-15,356.885,0.068,1,1,
main,198,1,-365,-266,357.221,0.055,1,1,
main,199,1,-267,-44,357.56600000000003,0.062,1,2,
main,200,1,341,-25,357.99,0.012,1,2,
main,1,1,-154,-163,358.418,0.006,1,2,
main,2,1,78,42,358.839,0.004,1,1,
main,3,1,-56,-87,359.19,0.07200000000000001,1,1,
main,4,1,-368,-364,359.535,0.063,1,1,
main,5,1,-434,190,359.88100000000003,0.064,1,1,
main,6,1,-318,-102,360.225,0.062,1,2,
main,7,1,208,224,360.661,0.021,1,2,
main,8,1,239,-67,361.085,0.017,1,2,
main,9,1,632,331,361.511,0.011,1,2,
main,10,1,362,151,361.945,0.026000000000000002,1,2,
main,11,1,528,111,362.372,0.014,1,2,
main,12,1,480,-140,362.79900000000004,0.018000000000000002,1,2,
main,13,1,208,-188,363.232,0.017,1,2,
main,14,1,90,136,363.65500000000003,0.011,1,1,
main,15,1,-433,-21,363.98900000000003,0.052000000000000005,1,1,
main,16,1,-680,-38,364.337,0.066,1,2,
main,17,1,199,-266,364.765,0.016,1,2,
main,18,1,278,139,365.19100000000003,0.02,1,1,
main,19,1,-201,1,365.53000000000003,0.057,1,1,
main,20,1,-261,-132,365.875,0.063,1,1,
main,21,1,-563,-121,366.21500000000003,0.057,1,1,
main,22,1,-218,-59,366.558,0.058,1,2,
main,23,1,302,51,366.98900000000003,0.016,1,2,
main,24,1,366,359,367.416,0.025,1,2,
main,25,1,640,147,367.842,0.012,1,1,
main,26,1,-460,-194,368.177,0.052000000000000005,1,1,
main,27,1,-424,262,368.512,0.055,1,1,
main,28,1,-144,4,368.853,0.068,1,1,
main,29,1,-41,134,369.196,0.068,1,1,
main,30,1,-144,224,369.54200000000003,0.07,1,1,
main,31,1,-185,-116,369.883,0.056,1,1,
main,32,1,-503,47,370.224,0.059000000000000004,1,1,
main,33,1,-183,213,370.56100000000004,0.064,1,1,
main,34,1,-339,7,370.90500000000003,0.078,1,1,
main,35,1,-274,-180,371.247,0.07100000000000001,1,1,
main,36,1,-429,70,371.589,0.067,1,1,
main,37,1,-469,174,371.928,0.054,1,1,
main,38,1,-148,-318,372.264,0.051000000000000004,1,1,
main,39,1,-323,-61,372.607,0.064,1,1,
main,40,1,-545,-126,372.949,0.059000000000000004,1,1,
main,41,1,-407,188,373.298,0.069,1,1,
main,42,1,-183,249,373.63,0.056,1,1,
main,43,1,-467,-47,373.978,0.068,1,1,
main,44,1,-486,-110,374.322,0.06,1,1,
main,45,1,-279,313,374.664,0.062,1,1,
main,46,1,-494,173,375.005,0.061,1,1,
main,47,1,-127,27,375.349,0.057,1,1,
main,48,1,-149,-50,375.682,0.045,1,2,
main,49,1,99,-163,376.098,0.005,1,2,
main,50,1,247,57,376.517,0.001,1,2,
main,51,1,7,96,376.934,0.012,1,2,
main,52,1,680,107,377.361,0.014,1,2,
main,53,1,309,-4,377.79,0.017,1,2,
main,54,1,25,27,378.218,0.017,1,2,
main,55,1,63,64,378.634,0.003,1,2,
main,56,1,490,-64,379.064,0.026000000000000002,1,2,
main,57,1,379,-110,379.488,0.021,1,1,
main,58,1,-262,152,379.835,0.079,1,1,
main,59,1,-354,-206,380.171,0.054,1,1,
main,60,1,-608,294,380.507,0.056,1,1,
main,61,1,-387,-41,380.845,0.061,1,1,
main,62,1,-192,18,381.184,0.063,1,2,
main,63,1,263,241,381.62,0.028,1,2,
main,64,1,379,122,382.046,0.019,1,1,
main,65,1,-389,71,382.391,0.065,1,1,
main,66,1,-469,-150,382.736,0.068,1,1,
main,67,1,-256,-113,383.07800000000003,0.058,1,1,
main,68,1,-255,114,383.41700000000003,0.058,1,1,
main,69,1,-33,-82,383.757,0.054,1,1,
main,70,1,-357,228,384.096,0.058,1,1,
main,71,1,-284,-124,384.437,0.063,1,1,
main,72,1,-254,190,384.779,0.057,1,1,
main,73,1,-336,83,385.119,0.062,1,1,
main,74,1,-72,68,385.461,0.065,1,1,
main,75,1,-283,-36,385.80400000000003,0.061,1,1,
main,76,1,-261,38,386.147,0.059000000000000004,1,1,
main,77,1,-586,-212,386.484,0.058,1,1,
main,78,1,-279,-153,386.825,0.058,1,1,
main,79,1,-384,83,387.17,0.069,1,1,
main,80,1,-325,207,387.52,0.069,1,2,
main,81,1,275,3,387.943,0.014,1,2,
main,82,1,410,20,388.374,0.021,1,2,
main,83,1,169,100,388.798,0.008,1,2,
main,84,1,140,229,389.222,0.014,1,2,
main,85,1,263,12,389.65000000000003,0.015,1,2,
main,86,1,293,-157,390.075,0.012,1,2,
main,87,1,315,-111,390.502,0.016,1,2,
main,88,1,525,60,390.92900000000003,0.012,1,2,
main,89,1,212,46,391.358,0.017,1,1,
main,90,1,-283,-59,391.695,0.047,1,1,
main,91,1,-85,14,392.029,0.056,1,2,
main,92,1,250,209,392.455,0.018000000000000002,1,2,
main,93,1,-80,-82,392.879,0.018000000000000002,1,1,
main,94,1,-451,-82,393.216,0.059000000000000004,1,1,
main,95,1,-245,-53,393.55400000000003,0.053,1,2,
main,96,1,300,27,393.982,0.014,1,2,
main,97,1,285,30,394.407,0.018000000000000002,1,2,
main,98,1,-181,30,394.831,0.016,1,2,
main,99,1,287,-40,395.27,0.029,1,2,
main,100,1,271,-51,395.699,0.024,1,2,
main,101,1,214,105,396.116,0.01,1,2,
main,102,1,407,330,396.54200000000003,0.012,1,2,
main,103,1,273,-1,396.97700000000003,0.031,1,2,
main,104,1,167,-13,397.404,0.016,1,2,
main,105,1,346,-14,397.831,0.019,1,2,
main,106,1,391,87,398.254,0.011,1,2,
main,107,1,92,-41,398.69,0.028,1,2,
main,108,1,546,-100,399.11400000000003,0.024,1,2,
main,109,1,359,134,399.538,0.017,1,2,
main,110,1,305,-114,399.96500000000003,0.015,1,2,
main,111,1,221,-188,400.402,0.029,1,2,
main,112,1,250,-37,400.82800000000003,0.012,1,1,
main,113,1,-517,143,401.173,0.067,1,1,
main,114,1,-510,-130,401.52,0.073,1,2,
main,115,1,323,-186,401.94800000000004,0.024,1,2,
main,116,1,417,-240,402.37,0.019,1,2,
main,117,1,314,-37,402.803,0.032,1,2,
main,118,1,239,48,403.236,0.023,1,2,
main,119,1,275,155,403.661,0.022,1,2,
main,120,1,274,89,404.086,0.034,1,2,
main,121,1,346,44,404.512,0.025,1,2,
main,122,1,158,37,404.94,0.022,1,2,
main,123,1,256,65,405.367,0.019,1,2,
main,124,1,-19,95,405.79,0.012,1,2,
main,125,1,359,-220,406.207,0.005,1,2,
main,126,1,429,279,406.63,0.008,1,2,
main,127,1,50,-102,407.058,0.016,1,2,
main,128,1,292,111,407.475,0.01,1,1,
main,129,1,-287,89,407.809,0.051000000000000004,1,1,
main,130,1,140,4,408.14300000000003,0.054,1,1,
main,131,1,-328,-1,408.484,0.059000000000000004,1,1,
main,132,1,-392,-18,408.82,0.058,1,1,
main,133,1,-357,149,409.165,0.062,1,1,
main,134,1,-261,95,409.511,0.068,1,1,
main,135,1,-241,183,409.846,0.055,1,1,
main,136,1,-503,-182,410.189,0.061,1,1,
main,137,1,-395,211,410.531,0.06,1,1,
main,138,1,-404,-198,410.88100000000003,0.066,1,2,
main,139,1,91,190,411.312,0.015,1,2,
main,140,1,204,-130,411.745,0.021,1,2,
main,141,1,126,-188,412.178,0.025,1,2,
main,142,1,235,-228,412.596,0.004,1,2,
main,143,1,202,-53,413.027,0.023,1,2,
main,144,1,492,-248,413.45300000000003,0.02,1,2,
main,145,1,346,-199,413.88100000000003,0.009000000000000001,1,2,
main,146,1,404,-161,414.31100000000004,0.014,1,2,
main,147,1,172,143,414.741,0.012,1,2,
main,148,1,408,-289,415.169,0.019,1,2,
main,149,1,366,281,415.607,0.03,1,2,
main,150,1,427,24,416.035,0.021,1,2,
main,151,1,180,115,416.461,0.013000000000000001,1,2,
main,152,1,396,-99,416.891,0.022,1,2,
main,153,1,501,-22,417.324,0.017,1,2,
main,154,1,417,-106,417.749,0.017,1,1,
main,155,1,-323,51,418.089,0.056,1,1,
main,156,1,-202,176,418.434,0.063,1,1,
main,157,1,-208,-151,418.774,0.061,1,1,
main,158,1,-324,206,419.116,0.07,1,1,
main,159,1,-404,-37,419.461,0.059000000000000004,1,1,
main,160,1,-201,-2,419.806,0.061,1,1,
main,161,1,-506,-123,420.15000000000003,0.065,1,2,
main,162,1,97,-56,420.57800000000003,0.019,1,2,
main,163,1,240,78,421.002,0.023,1,2,
main,164,1,252,-263,421.433,0.022,1,2,
main,165,1,371,-29,421.862,0.017,1,2,
main,166,1,584,-22,422.288,0.013000000000000001,1,2,
main,167,1,295,-78,422.709,0.015,1,2,
main,168,1,262,-15,423.13800000000003,0.02,1,2,
main,169,1,385,21,423.565,0.009000000000000001,1,2,
main,170,1,69,201,423.98900000000003,0.009000000000000001,1,2,
main,171,1,237,-77,424.40500000000003,0.008,1,2,
main,172,1,251,141,424.84000000000003,0.029,1,2,
main,173,1,317,-284,425.269,0.022,1,2,
main,174,1,331,-5,425.689,0.002,1,2,
main,175,1,562,-156,426.115,0.011,1,2,
main,176,1,276,-49,426.54900000000004,0.029,1,2,
main,177,1,164,-135,426.978,0.015,1,2,
main,178,1,245,-183,427.408,0.026000000000000002,1,2,
main,179,1,612,-144,427.839,0.026000000000000002,1,2,
main,180,1,135,-283,428.259,0.014,1,2,
main,181,1,405,-60,428.687,0.027,1,2,
main,182,1,405,-62,429.111,0.025,1,2,
main,183,1,313,-148,429.54200000000003,0.034,1,2,
main,184,1,159,262,429.976,0.019,1,2,
main,185,1,335,63,432.887,2.497,1,2,
main,186,1,216,-338,433.344,0.047,1,2,
main,187,1,324,170,433.761,0.014,2,2,
main,188,1,-200,-182,434.295,0.127,2,2,
main,189,1,-250,-72,434.831,0.12,1,1,
main,190,1,-472,57,435.173,0.06,1,1,
main,191,1,-455,118,435.481,0.023,1,1,
main,192,1,-436,-196,435.762,0.002,1,1,
main,193,1,-288,-52,436.205,0.161,1,1,
main,194,1,-192,-116,436.644,0.157,1,1,
main,195,1,-408,38,437.053,0.131,1,1,
main,196,1,-130,133,437.474,0.14400000000000002,1,1,
main,197,1,-336,-15,437.772,0.018000000000000002,1,1,
main,198,1,-365,-266,438.065,0.013000000000000001,1,1,
main,199,1,-267,-44,438.38100000000003,0.035,1,2,
main,200,1,341,-25,438.854,0.066,1,2,
main,1,1,-154,-163,439.434,0.162,1,2,
main,2,1,78,42,440.058,0.213,1,1,
main,3,1,-56,-87,440.582,0.247,1,1,
main,4,1,-368,-364,440.88,0.015,1,1,
main,5,1,-434,190,441.305,0.139,1,1,
main,6,1,-318,-102,441.731,0.148,1,2,
main,7,1,208,224,442.301,0.148,1,2,
main,8,1,239,-67,442.743,0.026000000000000002,2,1,
main,9,1,632,331,443.055,0.03,2,1,
main,10,1,362,151,443.383,0.048,2,1,
main,11,1,528,111,443.699,0.036000000000000004,2,1,
main,12,1,480,-140,444.005,0.026000000000000002,2,1,
main,13,1,208,-188,444.31100000000004,0.026000000000000002,2,1,
main,14,1,90,136,444.60900000000004,0.02,2,2,
main,15,1,-433,-21,445.146,0.127,1,1,
main,16,1,-680,-38,445.611,0.185,1,2,
main,17,1,199,-266,446.184,0.163,2,1,
main,18,1,278,139,446.56100000000004,0.093,2,2,
main,19,1,-201,1,446.998,0.027,2,2,
main,20,1,-261,-132,447.533,0.121,1,1,
main,21,1,-563,-121,447.86400000000003,0.053,1,1,
main,22,1,-218,-59,448.169,0.022,1,2,
main,23,1,302,51,448.646,0.07,2,1,
main,24,1,366,359,448.994,0.063,2,1,
main,25,1,640,147,449.30400000000003,0.032,2,2,
main,26,1,-460,-194,449.79200000000003,0.074,2,2,
main,27,1,-424,262,450.301,0.094,1,1,
main,28,1,-144,4,450.76800000000003,0.187,2,2,
main,29,1,-41,134,451.57800000000003,0.389,1,1,
main,30,1,-144,224,452.039,0.181,1,1,
main,31,1,-185,-116,452.397,0.078,1,1,
main,32,1,-503,47,452.69,0.009000000000000001,1,1,
main,33,1,-183,213,453.159,0.201,1,1,
main,34,1,-339,7,453.599,0.167,1,1,
main,35,1,-274,-180,454.036,0.161,1,1,
main,36,1,-429,70,454.37600000000003,0.052000000000000005,1,1,
