Orginal File Name:,DP-JT1-2018_2_5_1958.csv,UserAGENT:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36,IP: undefined,Time:,2018_2_5_1958,Parameter File:,None:FromPsyToolkit,Event Codes:,[('INSTRUCT_ONSET', 1), ('TASK_ONSET', 2), ('TRIAL_ONSET', 3), ('CUE_ONSET', 4), ('IMAGE_ONSET', 5), ('TARGET_ONSET', 6), ('RESPONSE', 7), ('ERROR_DELAY', 8), ('BREAK_ONSET', 9), ('BREAK_END', 10)],Trial Types are coded as follows: 8 bits representing [valence neut/neg/pos] [target_orientation H/V] [target_side left/right] [duration .5/1] [valenced_image left/right] [cue_orientation H/V] [cue_side left/right] 
trial_number,trial_type,event_code,absolute_time,response_time,response,result
0,01110000,1,3.258,NaN,NA,NA,
0,01110000,2,3.259,NaN,NA,NA,
1,01110000,3,3.259,NaN,NA,NA,
1,01110000,4,4.263,NaN,NA,NA,
1,01110000,5,4.469,NaN,NA,123751.bmp,A225.bmp,
1,01110000,6,4.974,NaN,NA,NA,
1,01110000,7,5.408,0.432,1,1,
1,01100000,2,5.421,NaN,NA,NA,
2,01100000,3,5.421,NaN,NA,NA,
2,01100000,4,6.423,NaN,NA,NA,
2,01100000,5,6.626,NaN,NA,12095.bmp,A217.bmp,
2,01100000,6,7.131,NaN,NA,NA,
2,01100000,7,7.646,0.513,-1,1,
2,10100010,2,7.6610000000000005,NaN,NA,NA,
3,10100010,3,7.6610000000000005,NaN,NA,NA,
3,10100010,4,8.665000000000001,NaN,NA,NA,
3,10100010,5,8.867,NaN,NA,21600.bmp,A339.bmp,
3,10100010,6,9.371,NaN,NA,NA,
3,10100010,7,9.807,0.434,-1,1,
3,00011000,2,9.819,NaN,NA,NA,
4,00011000,3,9.819,NaN,NA,NA,
4,00011000,4,10.823,NaN,NA,NA,
4,00011000,5,11.025,NaN,NA,02516.bmp,A127.bmp,
4,00011000,6,12.026,NaN,NA,NA,
4,00011000,7,12.623000000000001,0.595,1,1,
4,00100101,2,12.636000000000001,NaN,NA,NA,
5,00100101,3,12.636000000000001,NaN,NA,NA,
5,00100101,4,13.641,NaN,NA,NA,
5,00100101,5,13.846,NaN,NA,07016.bmp,A169.bmp,
5,00100101,6,14.349,NaN,NA,NA,
5,00100101,7,14.791,0.441,-1,1,
5,01101100,2,15.485000000000001,NaN,NA,NA,
6,01101100,3,15.485000000000001,NaN,NA,NA,
6,01101100,4,16.492,NaN,NA,NA,
6,01101100,5,16.693,NaN,NA,13195.bmp,A251.bmp,
6,01101100,6,17.695,NaN,NA,NA,
6,01101100,7,18.223,0.527,-1,1,
6,01110111,2,18.237000000000002,NaN,NA,NA,
7,01110111,3,18.237000000000002,NaN,NA,NA,
7,01110111,4,19.238,NaN,NA,NA,
7,01110111,5,19.445,NaN,NA,13500.bmp,A265.bmp,
7,01110111,6,19.95,NaN,NA,NA,
7,01110111,7,20.639,0.687,1,1,
7,10110101,2,20.652,NaN,NA,NA,
8,10110101,3,20.652,NaN,NA,NA,
8,10110101,4,21.657,NaN,NA,NA,
8,10110101,5,21.861,NaN,NA,21410.bmp,A331.bmp,
8,10110101,6,22.365000000000002,NaN,NA,NA,
8,10110101,7,22.897000000000002,0.531,1,1,
8,01000001,2,22.91,NaN,NA,NA,
9,01000001,3,22.91,NaN,NA,NA,
9,01000001,4,23.913,NaN,NA,NA,
9,01000001,5,24.116,NaN,NA,16242.bmp,A273.bmp,
9,01000001,6,24.618000000000002,NaN,NA,NA,
9,01000001,7,25.073,0.453,-1,1,
9,01101110,2,25.086000000000002,NaN,NA,NA,
10,01101110,3,25.086000000000002,NaN,NA,NA,
10,01101110,4,26.087,NaN,NA,NA,
10,01101110,5,26.291,NaN,NA,19295.bmp,A311.bmp,
10,01101110,6,27.293,NaN,NA,NA,
10,01101110,7,27.745,0.451,-1,1,
