Version:,3,Orginal File Name:,CT-JT1.csv,UserAGENT:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.1 Safari/605.1.15,IP: ::1,Time:,2018_6_29_19_44,Parameter File:,None:FromPsyToolkit
trial_type,trial_number,block_num,egg_x_position,egg_y_position,absolute_time_sec,response_time_sec,response,result
main,154,1,455,-106,203.27700000000002,0.052000000000000005,2,1,
main,155,1,323,51,203.606,0.067,2,1,
main,156,1,444,176,203.928,0.055,2,1,
main,157,1,438,-151,204.255,0.061,2,1,
main,158,1,322,206,204.578,0.054,2,2,
main,159,1,-442,-37,204.78900000000002,0.021,2,1,
main,160,1,445,-2,205.118,0.065,2,1,
main,161,1,140,-123,205.446,0.067,2,1,
main,162,1,135,-56,205.769,0.056,2,1,
main,163,1,278,78,206.09900000000002,0.066,2,1,
main,164,1,290,-263,206.42600000000002,0.062,2,1,
main,165,1,409,-29,206.752,0.056,2,1,
main,166,1,622,-22,207.071,0.048,2,1,
main,167,1,333,-78,207.394,0.053,2,1,
main,168,1,300,-15,207.717,0.056,2,1,
main,169,1,423,21,208.036,0.058,2,1,
main,170,1,107,201,208.36100000000002,0.063,2,1,
main,171,1,275,-77,208.681,0.057,2,1,
main,172,1,289,141,209.002,0.06,2,2,
main,173,1,-329,-284,209.221,0.027,2,2,
main,174,1,-315,-5,209.436,0.03,2,2,
main,175,1,-84,-156,209.653,0.029,2,2,
main,176,1,-370,-49,209.871,0.027,2,2,
main,177,1,-482,-135,210.086,0.029,2,2,
main,178,1,-401,-183,210.305,0.031,2,2,
main,179,1,-34,-144,210.519,0.025,2,2,
main,180,1,-511,-283,210.735,0.025,2,2,
main,181,1,-241,-60,210.947,0.027,2,2,
main,182,1,-241,-62,211.17000000000002,0.034,2,2,
main,183,1,-333,-148,211.388,0.025,2,2,
main,184,1,-487,262,211.60500000000002,0.029,2,2,
main,185,1,-311,63,211.822,0.027,2,2,
main,186,1,-430,-338,212.037,0.027,2,2,
main,187,1,-322,170,212.252,0.022,2,2,
main,188,1,-238,-182,212.472,0.026000000000000002,2,2,
main,189,1,-288,-72,212.685,0.018000000000000002,2,2,
main,190,1,-510,57,212.907,0.029,2,2,
main,191,1,-493,118,213.123,0.021,2,2,
main,192,1,-474,-196,213.34,0.024,2,2,
main,193,1,-326,-52,213.55700000000002,0.024,2,2,
main,194,1,-230,-116,213.774,0.021,2,1,
main,195,1,238,38,214.09900000000002,0.052000000000000005,2,1,
main,196,1,516,133,214.425,0.055,2,1,
main,197,1,310,-15,214.751,0.055,2,1,
main,198,1,281,-266,215.079,0.056,2,1,
main,199,1,379,-44,215.407,0.063,2,1,
main,200,1,379,-25,215.728,0.055,2,1,
main,201,3,532,-198,216.054,0.067,2,2,
main,202,3,-419,74,216.273,0.039,2,2,
main,203,3,-63,-33,216.48600000000002,0.028,2,1,
main,204,3,399,140,216.808,0.053,2,1,
main,205,3,586,-212,217.131,0.05,2,1,
main,206,3,320,158,217.457,0.053,2,1,
