Orginal File Name:,CT-JT1-2018_6_29_16_55.csv,UserAGENT:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.1 Safari/605.1.15,IP: ::1,Time:,2018_6_29_16_55,Parameter File:,None:FromPsyToolkit
trial_type,trial_number,block_num,egg_x_position,egg_y_position,absolute_time_sec,response_time_sec,response,result
main,93,4,-238,-264,95.936,0.063,1,1,
main,94,4,-431,42,96.258,0.055,1,2,
main,95,4,680,-60,96.477,0.034,1,2,
main,96,4,302,-39,96.697,0.028,1,2,
main,97,4,359,130,96.913,0.027,1,2,
main,98,4,397,197,97.134,0.036000000000000004,1,2,
main,99,4,431,152,97.35600000000001,0.031,1,2,
main,100,4,333,129,97.574,0.026000000000000002,1,2,
main,101,4,288,45,97.788,0.021,1,2,
main,102,4,73,121,98.007,0.027,1,2,
main,103,4,542,145,98.226,0.028,1,1,
main,104,4,-363,148,98.551,0.058,1,1,
main,105,4,-497,101,98.879,0.059000000000000004,1,2,
main,106,4,122,167,99.09400000000001,0.025,1,1,
main,107,4,-235,119,99.414,0.049,1,2,
main,108,4,253,81,99.636,0.028,1,2,
main,109,4,-25,152,99.854,0.027,1,2,
main,110,4,380,155,100.069,0.019,1,2,
main,111,4,382,210,100.287,0.027,1,2,
main,112,4,154,368,100.505,0.024,1,2,
main,113,4,165,122,100.724,0.026000000000000002,1,1,
main,114,4,-194,-25,101.043,0.051000000000000004,1,1,
main,115,4,74,125,101.371,0.056,1,1,
main,116,4,-85,-70,101.69500000000001,0.052000000000000005,1,1,
main,117,4,-482,-51,102.019,0.052000000000000005,1,1,
main,118,4,-309,-325,102.34100000000001,0.053,1,1,
main,119,4,-172,-104,102.667,0.056,1,1,
main,120,4,-437,-106,102.994,0.055,1,1,
main,121,4,2,71,103.31700000000001,0.052000000000000005,1,1,
main,122,4,-138,-218,103.64,0.059000000000000004,1,2,
main,123,4,298,175,103.857,0.03,1,2,
main,124,4,285,135,104.07600000000001,0.033,1,2,
main,125,4,320,380,104.295,0.03,1,1,
main,126,4,-407,16,104.62,0.056,1,1,
main,127,4,-395,-339,104.946,0.054,1,1,
main,128,4,-42,46,105.273,0.045,1,1,
main,129,4,-380,98,105.60000000000001,0.055,1,1,
main,130,4,-277,12,105.922,0.053,1,1,
main,131,4,-206,-76,106.247,0.055,1,1,
main,132,4,-415,325,106.572,0.053,1,2,
main,133,4,517,242,106.792,0.036000000000000004,1,2,
main,134,4,364,107,107.009,0.024,1,2,
main,135,4,299,68,107.227,0.024,1,2,
main,136,4,198,367,107.443,0.025,1,2,
main,137,4,652,227,107.66,0.025,1,2,
main,138,4,575,-65,107.875,0.021,1,1,
main,139,4,-330,29,108.194,0.05,1,1,
main,140,4,-665,-15,108.521,0.058,1,1,
main,141,4,-53,110,108.851,0.058,1,1,
main,142,4,-173,-141,109.177,0.056,1,2,
main,143,4,123,-17,109.394,0.024,1,2,
main,144,4,679,200,109.607,0.024,1,2,
main,145,4,385,-159,109.82300000000001,0.028,1,2,
main,146,4,334,-288,110.038,0.025,1,1,
main,147,4,9,97,110.36200000000001,0.057,1,1,
main,148,4,-14,312,110.684,0.056,1,1,
main,149,4,-391,-105,111.012,0.059000000000000004,1,1,
main,150,4,-485,-333,111.336,0.055,1,2,
main,151,4,415,-290,111.552,0.024,1,2,
main,152,4,122,-139,111.775,0.033,1,2,
main,153,4,105,-71,111.99000000000001,0.026000000000000002,1,2,
main,154,4,399,62,112.208,0.029,1,2,
main,155,4,196,-63,112.424,0.027,1,2,
main,156,4,453,-268,112.643,0.029,1,2,
main,157,4,435,46,112.85900000000001,0.027,1,1,
main,158,4,-386,-61,113.18900000000001,0.061,1,2,
main,159,4,222,288,113.406,0.026000000000000002,1,1,
main,160,4,-193,-63,113.733,0.058,1,2,
main,161,4,-67,61,113.94800000000001,0.025,1,1,
main,162,4,-474,-338,114.276,0.057,1,1,
main,163,4,-208,182,114.599,0.054,1,2,
main,164,4,468,104,114.81400000000001,0.025,1,2,
main,165,4,462,-194,115.031,0.025,1,2,
main,166,4,531,-184,115.251,0.028,1,1,
main,167,4,-286,-102,115.577,0.059000000000000004,1,1,
main,168,4,-612,-375,115.9,0.054,1,1,
main,169,4,-204,218,116.227,0.059000000000000004,1,2,
main,170,4,599,-244,116.443,0.026000000000000002,1,2,
main,171,4,346,-218,116.656,0.026000000000000002,1,2,
main,172,4,157,-96,116.875,0.032,1,1,
main,173,4,-5,234,117.196,0.058,1,1,
main,174,4,-37,36,117.517,0.055,1,1,
main,175,4,-320,-56,117.842,0.053,1,1,
main,176,4,-573,26,118.168,0.051000000000000004,1,1,
main,177,4,-200,100,118.492,0.05,1,1,
main,178,4,-680,-35,118.816,0.055,1,1,
main,179,4,-645,74,119.136,0.051000000000000004,1,1,
main,180,4,-316,-162,119.46000000000001,0.054,1,1,
main,181,4,-291,-154,119.784,0.053,1,1,
main,182,4,-668,-45,120.113,0.062,1,1,
main,183,4,-225,34,120.436,0.054,1,1,
main,184,4,-415,202,120.761,0.057,1,1,
main,185,4,-641,-12,121.087,0.056,1,1,
main,186,4,-41,380,121.414,0.059000000000000004,1,1,
main,187,4,-367,-6,121.736,0.056,1,1,
main,188,4,-135,-380,122.061,0.053,1,1,
main,189,4,-179,113,122.392,0.063,1,1,
main,190,4,-436,-81,122.71600000000001,0.056,1,1,
main,191,4,-186,-247,123.042,0.056,1,1,
main,192,4,-117,250,123.37100000000001,0.063,1,2,
main,193,4,277,37,123.587,0.025,1,2,
main,194,4,202,-210,123.808,0.029,1,2,
main,195,4,285,94,124.026,0.027,1,2,
main,196,4,572,328,124.242,0.026000000000000002,1,2,
main,197,4,99,-120,124.459,0.025,1,2,
main,198,4,555,-110,124.678,0.028,1,2,
main,199,4,451,-105,124.895,0.027,1,1,
main,200,4,-273,-113,125.221,0.053,1,1,
main,201,1,-192,-163,125.546,0.054,1,1,
main,202,1,-568,42,125.87400000000001,0.058,1,1,
main,203,1,-94,-87,126.19800000000001,0.053,1,1,
main,204,1,-406,-364,126.521,0.052000000000000005,1,1,
main,205,1,-472,190,126.85000000000001,0.062,1,1,
main,206,1,-356,-102,127.171,0.055,1,1,
main,207,1,-438,224,127.49300000000001,0.05,1,1,
main,208,1,-407,-67,127.81700000000001,0.053,1,2,
main,209,1,670,331,128.031,0.025,1,2,
main,210,1,400,151,128.246,0.024,1,2,
main,211,1,566,111,128.462,0.023,1,2,
main,212,1,518,-140,128.67600000000002,0.025,1,2,
main,213,1,246,-188,128.892,0.025,1,2,
main,214,1,128,136,129.113,0.031,1,2,
main,215,1,213,-21,129.328,0.024,1,1,
main,216,1,-680,-38,129.653,0.058,1,1,
main,217,1,-447,-266,129.976,0.052000000000000005,1,2,
main,218,1,316,139,130.193,0.028,1,2,
main,219,1,445,1,130.409,0.021,1,2,
main,220,1,385,-132,130.626,0.025,1,2,
main,221,1,83,-121,130.843,0.027,1,2,
main,222,1,428,-59,131.06,0.025,1,2,
main,223,1,340,51,131.273,0.02,1,2,
main,224,1,404,359,131.491,0.026000000000000002,1,2,
main,225,1,678,147,131.709,0.027,1,2,
main,226,1,186,-194,131.92600000000002,0.024,1,2,
