Version:,2,Orginal File Name:,CT-JTCTTEST-T2.csv,UserAGENT:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.1 Safari/605.1.15,IP: ::1,Time:,2018_6_29_19_56,Parameter File:,None:FromPsyToolkit
trial_type,trial_number,block_num,egg_x_position,egg_y_position,absolute_time_sec,response_time_sec,response,result
main,288,2,271,-65,141.006,0.065,2,1,
main,289,2,342,386,141.328,0.059000000000000004,2,2,
main,290,2,-544,-152,141.544,0.03,2,1,
main,291,2,336,195,141.869,0.063,2,1,
main,292,2,439,-158,142.196,0.058,2,1,
main,293,2,-28,32,142.522,0.063,2,1,
main,294,2,571,118,142.852,0.065,2,1,
main,295,2,311,512,143.173,0.054,2,1,
main,296,2,625,47,143.502,0.063,2,1,
main,297,2,359,34,143.822,0.055,2,1,
main,298,2,25,-126,144.145,0.06,2,1,
main,299,2,49,183,144.47,0.056,2,1,
main,300,2,146,228,144.799,0.059000000000000004,2,1,
main,301,2,230,53,145.126,0.062,2,1,
main,302,2,364,235,145.451,0.059000000000000004,2,1,
main,303,2,87,392,145.774,0.054,2,1,
main,304,2,313,83,146.096,0.059000000000000004,2,1,
main,305,2,623,56,146.424,0.066,2,1,
main,306,2,74,117,146.752,0.06,2,1,
main,307,2,221,107,147.077,0.062,2,1,
main,308,2,513,-95,147.399,0.055,2,2,
main,309,2,-380,-120,147.62,0.037,2,1,
main,310,2,493,6,147.942,0.059000000000000004,2,1,
main,311,2,257,116,148.272,0.063,2,1,
main,312,2,72,-54,148.596,0.062,2,1,
main,313,2,173,-152,148.923,0.06,2,1,
main,314,2,701,-30,149.244,0.056,2,1,
main,315,2,245,-135,149.565,0.056,2,1,
main,316,2,424,-410,149.891,0.064,2,1,
main,317,2,123,-315,150.215,0.055,2,1,
main,318,2,-117,208,150.542,0.058,2,1,
main,319,2,464,19,150.864,0.058,2,1,
main,320,2,120,305,151.189,0.062,2,1,
main,321,2,665,-125,151.518,0.068,2,1,
main,322,2,157,-5,151.843,0.063,2,1,
